Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4.0,Female,74,2,2,Research Scientist,1,Divorced,13973.0,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1.0,Male,34,3,1,Research Scientist,3,Married,2684.0,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2.0,Male,72,2,3,Healthcare Representative,1,Single,10845.0,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1.0,Male,59,2,1,Laboratory Technician,1,Married,4377.0,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3.0,Male,85,3,2,Manufacturing Director,1,Married,3743.0,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2.0,Female,43,4,1,Research Scientist,3,Married,4148.0,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3.0,Female,65,2,3,Healthcare Representative,3,Married,1051.0,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1.0,Male,61,3,3,Healthcare Representative,4,Married,10739.0,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1.0,Male,87,1,1,Laboratory Technician,3,Married,10388.0,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4.0,Male,65,3,3,Manufacturing Director,2,Married,11416.0,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3.0,Female,59,3,2,Research Scientist,3,Single,2600.0,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2.0,Male,91,2,3,Human Resources,1,Married,2422.0,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4.0,Male,34,2,3,Healthcare Representative,4,Divorced,5472.0,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4.0,Male,86,3,3,Sales Executive,1,Single,2451.0,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1.0,Female,54,2,2,Research Scientist,3,Single,4240.0,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1.0,Male,50,3,1,Laboratory Technician,3,Divorced,10999.0,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1.0,Male,45,3,2,Healthcare Representative,4,Single,5003.0,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4.0,Female,88,2,2,Sales Executive,4,Divorced,12742.0,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4.0,Male,32,3,1,Laboratory Technician,4,Married,4227.0,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1.0,Male,37,3,1,Laboratory Technician,3,Divorced,3917.0,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1.0,Male,55,2,1,Research Scientist,2,Single,18303.0,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1.0,Male,45,2,1,Laboratory Technician,2,Divorced,2380.0,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4.0,Male,81,3,2,Sales Executive,3,Single,13726.0,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4.0,Female,30,3,2,Sales Executive,2,Married,4777.0,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3.0,Male,40,2,1,Research Scientist,4,Married,6385.0,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2.0,Female,65,2,2,Sales Executive,3,Married,19973.0,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2.0,Male,87,3,3,Healthcare Representative,2,Single,6861.0,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3.0,Male,73,2,3,Sales Executive,3,Divorced,4969.0,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3.0,Female,93,3,1,Research Scientist,4,Divorced,19845.0,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4.0,Female,93,3,3,Manufacturing Director,2,Divorced,13320.0,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4.0,Male,32,3,3,Sales Executive,2,Single,6347.0,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3.0,Female,83,3,3,Manufacturing Director,1,Married,2743.0,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1.0,Male,84,3,4,Healthcare Representative,4,Divorced,10880.0,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4.0,Female,70,2,1,Research Scientist,2,Single,2342.0,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3.0,Male,70,3,2,Laboratory Technician,2,Single,17650.0,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1.0,Male,78,3,2,Manufacturing Director,4,Single,4025.0,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3.0,Male,67,4,1,Sales Representative,4,Married,9725.0,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1.0,Male,67,2,1,Research Scientist,2,Married,11904.0,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4.0,Male,54,3,2,Sales Executive,4,Divorced,2177.0,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4.0,Male,56,2,4,Sales Executive,2,Married,4941.0,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4.0,Male,95,3,2,Manufacturing Director,3,Single,4834.0,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4.0,Female,61,3,1,Research Scientist,2,Divorced,2042.0,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2.0,Male,56,1,2,Laboratory Technician,4,Single,2220.0,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2.0,Male,79,2,2,Manufacturing Director,4,Married,1052.0,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3.0,Male,37,4,1,Human Resources,3,Married,2821.0,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3.0,Male,39,2,1,Research Scientist,3,Divorced,19237.0,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3.0,Male,80,3,1,Laboratory Technician,3,Single,4107.0,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1.0,Female,77,3,2,Sales Executive,1,Single,8396.0,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2.0,Male,46,3,1,Laboratory Technician,4,Married,2007.0,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3.0,Male,72,3,1,Laboratory Technician,3,Married,19627.0,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3.0,Female,52,2,2,Healthcare Representative,4,Divorced,10686.0,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4.0,Male,55,2,1,Research Scientist,3,Married,2942.0,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2.0,Female,70,3,2,Sales Executive,3,Married,8858.0,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3.0,Male,100,3,1,Human Resources,3,Single,16756.0,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4.0,Female,45,2,3,Sales Executive,1,Married,10798.0,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2.0,Female,88,3,3,Research Director,3,Single,2323.0,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3.0,Male,44,3,4,Sales Executive,1,Single,1416.0,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2.0,Male,45,3,2,Sales Executive,1,Single,4615.0,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4.0,Male,58,2,1,Laboratory Technician,3,Married,2461.0,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4.0,Male,49,3,1,Laboratory Technician,2,Single,8722.0,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3.0,Female,79,3,1,Laboratory Technician,4,Married,3955.0,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1.0,Male,82,4,1,Laboratory Technician,4,Married,9957.0,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3.0,Male,72,2,2,Sales Executive,3,Married,3376.0,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3.0,Female,92,2,2,Research Scientist,4,Married,8823.0,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3.0,Male,44,2,3,Manufacturing Director,2,Divorced,10322.0,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4.0,Male,97,2,2,Healthcare Representative,1,Single,4621.0,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4.0,Male,47,2,1,Laboratory Technician,4,Married,10976.0,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1.0,Female,85,1,2,Sales Executive,3,Single,3660.0,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3.0,Female,76,3,1,Sales Representative,1,Divorced,10482.0,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2.0,Female,54,3,1,Laboratory Technician,4,Married,7119.0,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3.0,Male,54,3,1,Research Scientist,1,Single,9582.0,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1.0,Female,83,3,1,Research Scientist,3,Married,4508.0,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4.0,Female,56,2,2,Manufacturing Director,4,Married,2207.0,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1.0,Male,87,2,1,Laboratory Technician,3,Single,7756.0,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3.0,Male,96,3,1,Research Scientist,3,Single,6694.0,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2.0,Female,69,1,1,Research Scientist,4,Married,3691.0,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3.0,Male,48,2,1,Research Scientist,4,Married,2377.0,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4.0,Male,74,1,1,Research Scientist,3,Single,2313.0,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2.0,Male,99,3,1,Human Resources,3,Married,17665.0,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1.0,Male,95,2,1,Research Scientist,1,Divorced,2596.0,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3.0,Male,61,3,2,Sales Executive,1,Divorced,4728.0,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2.0,Male,62,3,2,Sales Executive,2,Married,4302.0,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,4.0,Male,78,2,1,Laboratory Technician,1,Married,2979.0,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3.0,Male,94,3,2,Sales Executive,1,Married,16885.0,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4.0,Female,97,3,1,Laboratory Technician,2,Married,5593.0,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2.0,Female,82,3,2,Sales Executive,3,Married,10445.0,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3.0,Male,60,1,1,Laboratory Technician,3,Divorced,8740.0,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3.0,Male,49,3,2,Laboratory Technician,3,Divorced,2514.0,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4.0,Male,32,3,2,Research Scientist,4,Single,7655.0,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3.0,Male,43,4,1,Sales Representative,4,Single,17465.0,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4.0,Male,60,3,2,Manufacturing Director,4,Divorced,7351.0,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
42,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4.0,Male,79,4,2,Human Resources,1,Married,10820.0,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2.0,Male,52,4,2,Sales Executive,4,Divorced,12169.0,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3.0,Female,77,2,1,Laboratory Technician,2,Married,19626.0,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4.0,Female,38,3,2,Research Scientist,3,Single,2070.0,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3.0,Female,77,1,3,Manufacturing Director,1,Divorced,6782.0,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1.0,Male,60,3,1,Research Scientist,4,Married,7779.0,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2.0,Female,84,2,2,Sales Executive,2,Divorced,2791.0,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3.0,Male,57,3,2,Sales Executive,4,Single,3201.0,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4.0,Male,63,3,1,Research Scientist,2,Married,4968.0,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1.0,Female,60,3,3,Research Director,1,Married,13120.0,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0
35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3.0,Female,78,2,3,Sales Executive,4,Married,4033.0,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1.0,Male,42,3,1,Research Scientist,1,Married,3291.0,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4.0,Female,53,3,3,Manufacturing Director,3,Divorced,4272.0,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1.0,Female,72,4,1,Research Scientist,4,Married,5056.0,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1.0,Female,96,2,1,Research Scientist,2,Single,2844.0,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1.0,Female,97,3,1,Research Scientist,4,Divorced,2703.0,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3.0,Male,80,3,2,Healthcare Representative,1,Married,1904.0,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3.0,Female,96,2,2,Healthcare Representative,1,Single,8224.0,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3.0,Female,48,2,2,Sales Executive,4,Single,4766.0,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3.0,Male,46,3,1,Research Scientist,2,Married,2610.0,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4.0,Male,76,4,1,Laboratory Technician,2,Single,5731.0,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1.0,Male,76,3,1,Research Scientist,3,Divorced,2539.0,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3.0,Male,82,3,2,Healthcare Representative,4,Divorced,5714.0,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4.0,Female,87,2,4,Research Director,4,Divorced,4323.0,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3.0,Female,89,4,1,Research Scientist,3,Married,7336.0,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0
33,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4.0,Male,82,4,3,Sales Executive,3,Divorced,13499.0,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2.0,Female,57,4,1,Research Scientist,4,Single,13758.0,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4.0,Male,47,3,1,Research Scientist,3,Married,5155.0,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3.0,Male,73,1,1,Sales Representative,4,Single,2258.0,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3.0,Male,53,3,1,Research Scientist,4,Single,3597.0,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2
55,No,Non-Travel,177,Research & Development,8,1,Medical,1,1278,4.0,Male,37,2,4,Healthcare Representative,2,Divorced,2515.0,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1.0,Female,45,2,1,Laboratory Technician,3,Single,4420.0,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2
34,No,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3.0,Female,86,3,2,Sales Executive,1,Single,6578.0,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4.0,Male,67,3,3,Manufacturing Director,4,Single,4422.0,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3.0,Female,46,3,2,Laboratory Technician,2,Divorced,10274.0,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4.0,Male,44,3,1,Laboratory Technician,3,Single,5343.0,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3.0,Male,56,2,2,Human Resources,2,Married,2376.0,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3.0,Male,66,3,1,Research Scientist,3,Married,5346.0,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,2.0,Female,78,4,2,Research Scientist,2,Married,2827.0,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0
43,No,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4.0,Female,56,2,3,Sales Executive,4,Single,19943.0,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17
36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3.0,Female,53,3,2,Manufacturing Director,2,Single,3131.0,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12
44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1.0,Female,73,3,3,Healthcare Representative,4,Married,2552.0,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4.0,Male,52,2,1,Laboratory Technician,4,Married,4477.0,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
